Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Hyacinth Yardley,9/3/1986,579-86-7046,55377,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,37,0,0
Locke Goode,8/28/1987,447-96-3365,50658,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,36,0,1977
Pren Hain,2/28/1990,220-87-9504,81640,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,33,0,0
Haily Bridie,8/7/1993,337-97-8331,55340,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,30,0,0
Ettie Camber,1/21/1975,655-50-6886,43947,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,25,United-States,<=50K,48,0,0
Bent Topliss,12/7/1988,598-73-9198,3001,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,<=50K,35,0,0
Marline Terry,7/23/1986,184-79-0373,93083,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,37,0,0
Elspeth Ivanin,1/27/1987,636-58-3196,44388,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K,36,0,0
Ricki Snelman,2/16/2001,253-97-0049,28840,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,<=50K,22,0,0
Hadria Greenfield,2/5/2009,651-27-0595,4164,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,United-States,>50K,14,0,0
Dyanne Irdale,9/2/1993,761-17-4502,29614,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,30,0,0
Maurise Philipeaux,9/23/1991,138-52-5297,85656,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,<=50K,32,0,0
Ware Edsell,2/4/2010,520-59-8640,80033,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,>50K,13,0,0
Alexis Storah,5/21/1961,779-19-6930,92857,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K,62,0,0
Katleen Bashford,2/3/1973,126-93-9741,64776,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K,50,0,0
Temple Duer,9/25/1963,269-03-7206,33401,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,60,0,0
Hector Dunbavin,9/15/1954,640-31-3904,71086,,Bachelors,13,Divorced,,Not-in-family,White,Female,50,United-States,<=50K,69,0,0
Morly Kagan,12/5/1999,765-18-7549,39954,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,<=50K,24,0,0
Bert Boylin,9/26/1970,749-01-5627,68001,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,United-States,>50K,53,0,0
Bette-ann Redding,12/31/2010,464-58-7243,99455,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,28,United-States,<=50K,13,0,0
Clemens Finlow,11/20/2004,537-30-2946,6270,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,19,0,0
Teodor Van de Castele,9/18/1981,704-36-8048,90425,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,42,0,0
Jesus Dunniom,5/6/1997,729-09-3252,91579,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,<=50K,26,0,0
Geno Durban,5/30/1957,308-48-3570,93026,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,24,United-States,<=50K,66,0,0
Frazier Tourot,10/13/1970,590-82-2284,68065,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,40,Mexico,<=50K,53,0,0
Dimitri Tortice,4/20/1967,582-96-9626,61060,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,56,0,0
Jemimah Greve,8/30/1970,125-75-2281,50189,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,>50K,53,14084,0
Rivalee Copestick,6/10/1978,707-54-3176,25325,Private,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,>50K,45,7298,0
Gabriel McCutcheon,6/5/1999,621-33-3317,82606,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,24,0,0
Karney Fridd,4/8/1960,350-70-5241,89461,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,63,0,1876
Tarrance Brinkman,2/14/2010,231-92-1735,72777,,HS-grad,9,Never-married,,Own-child,White,Male,40,Italy,<=50K,13,0,0
Everett Vaan,12/12/2006,363-99-5201,31603,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,17,0,0
Harlan Richten,11/4/1968,134-28-1145,31687,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,55,0,1340
Armin Heineken,8/29/1956,445-87-7123,137,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,67,0,0
Jesselyn Mees,3/5/1951,808-58-7951,39479,Private,11th,7,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,72,0,0
Roda Pervoe,3/26/2003,674-74-2099,34388,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,36,United-States,>50K,20,7298,0
Augustus Iglesias,9/10/1969,674-12-8193,27168,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,54,0,0
Blanch Symons,12/9/1996,396-36-1354,56567,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,>50K,27,15024,0
Neile Hodinton,4/2/2004,155-39-4874,12433,Private,11th,7,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K,19,0,0
Cos Ozintsev,4/18/1953,876-18-6512,14967,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,70,0,0
Nicol Yewen,7/9/1968,599-22-5789,83827,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55,0,0
Cece Paggitt,2/4/1982,145-06-2946,49733,Private,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K,41,0,0
Gwendolin Cheesman,12/30/1980,790-48-9569,6862,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K,43,0,0
Bryn Cator,9/8/1958,148-65-7270,62062,Self-emp-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,65,0,0
Lovell Eburah,12/6/1979,352-43-2623,73590,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,60,United-States,>50K,44,0,0
Ciel Quinlan,8/14/1984,489-46-1488,79512,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,39,0,0
Wash Rodie,1/25/1956,546-93-4123,50988,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,Poland,<=50K,67,0,0
Desmond Barrow,12/26/1981,824-48-4178,3811,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K,42,0,0
Ian Blatchford,4/18/1970,608-89-3328,92896,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,53,0,0
Kelcey Gateman,12/8/2008,866-98-1034,65576,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,15,0,0
Travus Wissbey,3/7/1991,126-12-4803,85282,,1st-4th,2,Divorced,,Not-in-family,White,Male,40,United-States,<=50K,32,0,0
Elwyn Rawlyns,8/25/1955,369-28-0751,75071,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,68,0,2206
Cassi Joderli,9/19/1964,849-40-2828,51615,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20,United-States,<=50K,59,0,0
Ricki Witt,8/16/2004,642-07-3073,45376,Local-gov,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,United-States,<=50K,19,0,0
Milty Pitney,12/6/1997,895-25-1490,35480,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,26,0,0
Alwyn Bene,6/11/2000,310-04-3601,9191,,10th,6,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,10,United-States,<=50K,23,0,0
Mildred Enrico,12/8/1969,381-71-7409,93019,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,54,1409,0
Bronnie Hischke,5/26/1966,679-48-0287,96174,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,20,Columbia,<=50K,57,0,0
Dall Langtry,3/19/1999,281-96-9164,55376,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,24,0,0
Natasha Tyas,3/9/2000,738-16-4063,18975,Private,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,23,3674,0
Sal Caps,10/13/1954,488-69-2618,74235,Private,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,38,United-States,<=50K,69,0,0
Evvie Gutcher,5/24/1973,871-96-1515,86550,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States,<=50K,50,0,0
Sigfrid Brick,5/22/1969,489-04-0684,49306,Private,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,40,United-States,<=50K,54,0,0
Mirelle Lenin,9/5/1957,228-27-7877,59573,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K,66,0,0
Lorita Gregorace,3/13/2008,605-41-2519,70649,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,15,0,0
Leanna Conor,8/20/1983,798-82-1662,38496,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,40,0,0
Jasmin Kitchaside,4/26/1975,836-85-7638,38655,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Iran,>50K,48,0,0
Putnam Jencey,3/31/1959,394-37-1960,49491,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,64,0,0
Irving Dobbinson,7/10/1981,805-20-0068,97710,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,42,0,0
Byran Fosdike,12/12/1987,272-49-8030,79647,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,36,0,0
Gustie Shepherdson,7/30/2007,260-28-0096,37423,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,20,United-States,<=50K,16,0,0
Bartholomeus Simonyi,5/1/1955,193-73-3533,36603,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K,68,0,0
Moll Rodda,9/11/2003,620-45-1153,95870,,Some-college,10,Never-married,,Own-child,White,Male,20,United-States,<=50K,20,0,0
Vinny Oxton,9/29/1955,235-27-5171,21606,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,68,0,1741
Raina Erswell,3/31/1969,126-25-3350,78604,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,,<=50K,54,0,0
Sharlene Blanpein,5/1/1960,623-64-1456,90148,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,63,0,0
Jeffy Workes,9/17/1975,757-87-9383,61987,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,34,United-States,<=50K,48,0,0
Maynard Ashbrook,9/20/1990,798-20-8640,40953,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,33,0,1977
Filmer Larrett,6/28/1966,327-84-2840,4110,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,,<=50K,57,0,0
Alaster Boler,12/16/1962,388-91-5750,93266,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,61,0,0
Torey Leipelt,4/16/1960,289-77-9265,70899,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,63,0,0
Sampson Deboick,7/27/1983,347-52-7988,32825,Local-gov,10th,6,Widowed,Other-service,Unmarried,Black,Female,30,United-States,<=50K,40,0,0
Marice Stewart,11/25/1980,413-55-2055,55391,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,43,0,0
Kala Asmus,10/23/1968,425-70-4779,10778,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K,55,0,0
Malissia Starford,11/22/1982,776-10-6171,2124,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K,41,0,0
Klarika Tutchener,10/1/1954,564-67-0894,46443,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,69,0,0
Sibyl Stanier,11/19/1950,629-59-2697,3187,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K,73,0,0
Aland McCrone,9/25/1980,357-96-2599,35416,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,43,0,0
Megan Dallman,6/17/1961,259-61-2927,26786,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,62,0,0
Fredericka Roberts,11/22/1972,294-08-5754,98291,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,51,0,0
Thorpe Hambling,7/5/1993,863-05-5621,41474,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,30,0,0
Beryle Dradey,11/20/1975,328-53-6675,67332,Private,11th,7,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K,48,0,0
Vinny Harvatt,12/7/2005,705-61-4821,676,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,18,4064,0
Roosevelt Keling,12/4/1993,677-02-1614,92475,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30,0,0
Kerwin O'Keefe,9/11/1983,453-01-6150,69315,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,75,Thailand,>50K,40,0,0
Anna-diane Morrel,3/2/1972,309-18-3679,84146,,Some-college,10,Never-married,,Own-child,White,Male,24,Canada,<=50K,51,0,0
Percival Wadeson,11/2/1979,707-34-7812,49923,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,44,0,0
Wade Trumpeter,5/29/1954,713-40-7156,14411,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,69,0,0
Anneliese Frany,4/15/1988,463-01-3069,65984,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K,35,0,0
Cristal Mennear,4/5/2005,452-95-7856,82963,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,18,0,0
Daryn Crompton,7/18/1991,800-80-1147,5677,Private,9th,5,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K,32,1055,0
Adamo Pinar,9/11/1986,405-20-6824,41074,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,<=50K,37,2407,0
Stephen Kilford,3/22/1986,637-15-4232,41363,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,37,0,0
Barbey Elford,7/24/2008,800-93-3351,12541,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,15,0,0
Harmonie Tisun,9/22/1964,412-28-6624,94728,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,59,0,0
Marena Habron,12/14/1996,302-38-7817,82669,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,27,7298,0
Doug Kearle,5/31/1999,454-17-9603,17810,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,24,0,0
Lorita Measom,1/11/1994,645-69-5492,3105,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,29,0,0
Irita Firks,5/8/1979,662-10-9634,90042,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,>50K,44,7298,0
Melessa Franceschelli,3/13/1983,886-19-8474,70124,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,Germany,<=50K,40,0,0
Scottie Walcher,5/9/1953,577-06-3200,63325,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,70,5178,0
Gisele Herche,2/6/1978,324-54-6398,4228,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,45,United-States,<=50K,45,0,0
Juliana Ritter,8/1/2009,620-38-0312,12501,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,42,United-States,<=50K,14,0,0
Borden Cluer,7/12/2008,581-74-1785,87654,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,15,0,0
Lari Jeffries,1/1/1970,524-93-5313,65432,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,53,15024,0
Alvira Haxby,8/28/1984,274-63-7476,67648,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,39,0,0
Myrta Helsdon,2/10/1956,781-71-6151,9341,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,45,United-States,<=50K,67,0,0
Dylan Treadwell,4/9/1974,681-24-8848,95701,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,49,0,0
Fayre Marns,2/17/1981,701-53-2003,88500,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,<=50K,42,0,0
Forrest Maunsell,6/8/1997,136-95-5715,96639,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,26,0,0
Christiano Rosson,12/15/1981,672-54-0351,26434,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,42,0,0
Justin Sissot,7/8/2007,130-09-2273,93084,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,16,0,0
Bendicty Bennit,3/7/1979,172-01-4098,39943,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K,44,0,0
Orran Coult,5/7/2009,249-59-8940,50122,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,14,0,0
Lorianne Stillwell,7/9/1990,844-75-2938,70448,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K,33,0,0
Dur Latore,7/25/1995,618-81-4333,90226,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,28,0,0
Danny Somerville,2/4/1967,801-18-0169,40552,,Masters,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,40,,<=50K,56,3464,0
Aundrea Treadgear,10/23/1996,553-80-7796,93153,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,27,0,0
Hephzibah Pamphilon,3/30/1951,504-03-1724,68496,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,<=50K,72,0,0
Randolph Renihan,10/13/1983,497-37-9432,22079,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,40,7688,0
Clary Horlock,3/31/1991,565-45-2662,61343,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,<=50K,32,0,0
Walther Hatt,11/18/1985,737-79-6658,26452,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,38,0,0
Darb Mathet,10/9/1997,621-43-1154,96479,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,26,4386,0
Farica Emberton,4/27/1973,617-47-3669,86857,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,<=50K,50,0,0
Sinclair Ritter,11/9/1957,191-36-1573,31369,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,66,0,0
Tobe Priestner,6/1/1952,313-97-4625,10867,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,71,0,0
Jojo Gaunson,2/4/2010,683-46-7581,15163,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,<=50K,13,0,0
Egan Praundl,12/13/1989,416-15-5464,85655,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,34,0,0
Xenos Milland,1/13/1965,224-30-2180,30139,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,>50K,58,0,0
